transaction_id,customer_id,transaction_date,transaction_time,transaction_type,amount,currency,merchant_category,merchant_name,account_type,branch_code,status,balance_after,channel,is_fraud
TXN000233,CUS00026,2024-02-08,18:36:03,Online Payment,4824.07,THB,E-commerce,Shopee TH,Current,CNX001,Completed,425605.94,Branch,0
TXN000234,CUS00005,2024-04-13,04:49:49,Bill Payment,15936.98,THB,Entertainment,SF Cinema,Current,BKK002,Completed,225333.81,ATM,0
TXN000235,CUS00050,2024-04-16,14:19:29,ATM Withdrawal,6080.8,THB,Utilities,PEA Thailand,Savings,BKK003,Completed,413366.96,POS,0
TXN000236,CUS00010,2024-02-16,22:15:22,Online Payment,10790.29,THB,Retail,IKEA Thailand,Savings,CNX001,Completed,410224.72,Internet Banking,0
TXN000237,CUS00036,2024-05-07,03:29:06,Refund,47607.23,THB,Retail,The Mall,Savings,BKK001,Completed,415355.79,Internet Banking,0
TXN000238,CUS00044,2024-11-18,20:05:37,Bill Payment,9946.75,THB,Fuel,Caltex TH,Savings,BKK001,Completed,99677.42,Branch,0
TXN000239,CUS00022,2024-03-03,01:29:03,Transfer,4644.33,THB,Fuel,Bangchak,Credit,HYI001,Reversed,15711.66,Branch,0
TXN000240,CUS00018,2024-05-23,14:56:09,Purchase,17729.47,THB,Fuel,Bangchak,Current,CNX001,Reversed,206584.11,POS,0
TXN000241,CUS00009,2024-08-02,06:41:56,Refund,3095.9,THB,Education,ABAC,Current,PTN001,Completed,494712.4,ATM,0
TXN000242,CUS00037,2024-09-14,10:24:17,Transfer,27248.66,THB,Education,Coursera,Fixed Deposit,SKT001,Completed,15622.43,ATM,0
TXN000243,CUS00038,2024-04-29,05:06:15,Top-up,40442.26,THB,Retail,The Mall,Fixed Deposit,PTN001,Completed,382260.81,Internet Banking,0
TXN000244,CUS00012,2024-03-31,07:37:20,Refund,42332.93,THB,E-commerce,JD Central,Savings,KKN001,Completed,281991.34,Internet Banking,0
TXN000245,CUS00003,2024-02-16,01:14:38,Transfer,27129.12,THB,Education,Coursera,Credit,BKK001,Pending,459030.2,Internet Banking,0
TXN000246,CUS00021,2024-01-31,00:09:37,Top-up,17070.91,THB,Fuel,Shell Thailand,Savings,PTN001,Pending,480318.82,ATM,0
TXN000247,CUS00021,2024-03-10,05:46:27,Refund,29321.53,THB,Utilities,AIS,Fixed Deposit,BKK003,Pending,112395.37,POS,0
TXN000248,CUS00019,2024-03-06,05:46:00,Top-up,18950.29,THB,Fuel,Bangchak,Credit,SKT001,Completed,91858.8,ATM,0
TXN000249,CUS00032,2024-03-13,10:47:04,Transfer,11083.72,THB,E-commerce,JD Central,Fixed Deposit,BKK003,Completed,411009.24,ATM,0
TXN000250,CUS00045,2024-02-04,11:16:50,Purchase,619.21,THB,Education,Coursera,Savings,HYI001,Reversed,366559.66,Internet Banking,0
TXN000251,CUS00035,2024-07-11,03:53:30,Refund,24679.45,THB,Utilities,DTAC,Current,BKK003,Reversed,37780.99,Mobile Banking,0
TXN000252,CUS00007,2024-02-07,10:10:56,Online Payment,1052.9,THB,Travel,AirAsia TH,Savings,PTN001,Completed,169637.34,POS,0
TXN000253,CUS00042,2024-03-25,19:56:27,Transfer,35240.01,THB,Education,Coursera,Savings,KKN001,Completed,487224.81,Branch,0
TXN000254,CUS00017,2024-12-04,09:19:15,Purchase,36115.8,THB,Insurance,AIA Thailand,Credit,SKT001,Reversed,77641.38,ATM,0
TXN000255,CUS00043,2024-11-16,19:30:12,Purchase,21408.92,THB,Retail,Central Department,Current,BKK003,Completed,488551.79,Branch,0
TXN000256,CUS00032,2024-12-04,08:05:41,Bill Payment,15452.25,THB,Food & Beverage,Oishi,Current,KKN001,Failed,185331.43,Branch,0
TXN000257,CUS00015,2024-05-17,18:03:09,Refund,13201.63,THB,Retail,Central Department,Savings,KKN001,Failed,485382.06,POS,0
TXN000258,CUS00034,2024-08-02,17:43:55,Online Payment,27702.42,THB,Healthcare,Paolo Hospital,Current,NBI001,Completed,40398.57,Mobile Banking,0
TXN000259,CUS00037,2024-12-12,19:09:07,Refund,28582.44,THB,Insurance,Bangkok Life,Current,BKK003,Completed,404421.9,Internet Banking,0
TXN000260,CUS00028,2024-04-13,20:09:53,Bill Payment,21197.58,THB,Retail,Robinson,Fixed Deposit,BKK002,Completed,194661.48,Branch,0
TXN000261,CUS00030,2024-01-07,22:39:37,Bill Payment,16340.03,THB,Insurance,Bangkok Life,Savings,HYI001,Completed,74951.67,POS,0
TXN000262,CUS00007,2024-10-15,03:50:18,Refund,37930.95,THB,E-commerce,Pantip Market,Fixed Deposit,HYI001,Completed,192138.69,Branch,0
TXN000263,CUS00018,2024-07-25,04:39:38,Top-up,30467.66,THB,E-commerce,Kaidee,Savings,HYI001,Pending,345566.36,Mobile Banking,0
TXN000264,CUS00020,2024-06-08,08:53:31,Refund,46045.71,THB,Education,Coursera,Current,BKK003,Completed,487135.49,Branch,1
TXN000265,CUS00042,2024-02-15,06:28:13,Refund,13507.53,THB,Entertainment,AIS Play,Credit,PTN001,Pending,410687.68,POS,0
TXN000266,CUS00026,2024-03-10,16:56:36,Purchase,3327.57,THB,Fuel,Shell Thailand,Current,CMI001,Completed,125495.64,Branch,0
TXN000267,CUS00030,2024-09-15,12:40:59,Purchase,45905.65,THB,Retail,Central Department,Current,KKN001,Reversed,297427.75,Internet Banking,0
TXN000268,CUS00011,2024-05-12,23:53:44,Purchase,29364.67,THB,Education,NSTDA,Savings,HYI001,Completed,82290.8,POS,0
TXN000269,CUS00018,2024-11-29,13:32:01,Refund,42862.7,THB,Healthcare,Bangkok Hospital,Credit,BKK003,Completed,300969.83,Mobile Banking,0
TXN000270,CUS00020,2024-12-30,22:41:17,Online Payment,12656.9,THB,Healthcare,Pahon Polpayat Hospital,Fixed Deposit,NBI001,Completed,109886.32,ATM,0
TXN000271,CUS00007,2024-01-04,16:42:53,Refund,41224.33,THB,Insurance,Krungthai-AXA,Fixed Deposit,CNX001,Completed,241387.47,ATM,1
TXN000272,CUS00017,2024-12-01,22:57:41,ATM Withdrawal,32047.71,THB,Travel,AirAsia TH,Current,PTN001,Completed,449943.84,POS,0
TXN000273,CUS00047,2024-01-14,20:31:18,ATM Withdrawal,33043.49,THB,Utilities,AIS,Credit,HYI001,Completed,291928.83,POS,0
TXN000274,CUS00044,2024-09-30,20:50:30,Top-up,17191.19,THB,Healthcare,Samitivej,Fixed Deposit,BKK003,Completed,147598.24,Branch,0
TXN000275,CUS00036,2024-04-03,21:57:21,Top-up,37058.9,THB,Fuel,PTT Station,Current,KKN001,Completed,372360.75,ATM,0
TXN000276,CUS00017,2024-10-26,09:29:54,Purchase,39415.12,THB,Utilities,AIS,Savings,SKT001,Completed,236637.62,Internet Banking,0
TXN000277,CUS00034,2024-06-01,13:03:55,Refund,6034.81,THB,Insurance,Muang Thai Life,Current,CMI001,Pending,205186.73,POS,0
TXN000278,CUS00012,2024-02-11,15:21:40,Transfer,7204.05,THB,Education,NSTDA,Savings,BKK001,Reversed,137490.4,Internet Banking,0
TXN000279,CUS00049,2024-02-15,04:39:27,Top-up,38235.96,THB,E-commerce,Kaidee,Credit,HYI001,Reversed,192274.89,Mobile Banking,0
TXN000280,CUS00001,2024-06-13,16:12:01,Top-up,10010.74,THB,Insurance,AIA Thailand,Current,CMI001,Pending,156734.04,Mobile Banking,0
TXN000281,CUS00005,2024-01-24,09:18:29,Top-up,25191.66,THB,Utilities,DTAC,Fixed Deposit,HYI001,Completed,172023.69,Branch,0
TXN000282,CUS00026,2024-01-10,07:14:46,Transfer,37518.27,THB,Entertainment,Major Cineplex,Savings,SKT001,Completed,62457.83,Mobile Banking,0
TXN000283,CUS00035,2024-11-15,01:38:03,Top-up,43833.38,THB,Utilities,PEA Thailand,Savings,BKK001,Completed,208971.01,Branch,1
TXN000284,CUS00010,2024-04-15,22:43:40,Purchase,27386.76,THB,Food & Beverage,MK Restaurant,Credit,BKK002,Completed,311776.09,Internet Banking,0
TXN000285,CUS00047,2024-11-12,03:18:07,Refund,41541.1,THB,Utilities,PEA Thailand,Credit,CMI001,Completed,389201.5,POS,1
TXN000286,CUS00011,2024-01-21,17:31:58,Transfer,17928.2,THB,Healthcare,Pahon Polpayat Hospital,Fixed Deposit,CMI001,Completed,7361.95,Mobile Banking,0
TXN000287,CUS00006,2024-09-18,02:46:46,Purchase,41769.85,THB,Food & Beverage,MK Restaurant,Current,NBI001,Completed,132798.39,Mobile Banking,0
TXN000288,CUS00024,2024-12-12,10:27:47,Purchase,40668.26,THB,Food & Beverage,McDonald's TH,Savings,BKK001,Completed,332014.16,Internet Banking,0
TXN000289,CUS00040,2024-05-17,23:05:23,Refund,17908.49,THB,Entertainment,True Visions,Current,BKK002,Failed,200724.86,Branch,0
TXN000290,CUS00027,2024-11-28,05:07:08,Top-up,41793.63,THB,Travel,Thai Airways,Current,BKK002,Failed,455702.15,Branch,0
TXN000291,CUS00025,2024-07-02,19:01:55,Top-up,33935.74,THB,E-commerce,Shopee TH,Credit,NBI001,Completed,443909.37,Branch,0
TXN000292,CUS00001,2024-12-26,21:33:49,Top-up,3213.64,THB,Retail,IKEA Thailand,Current,KKN001,Completed,216991.11,Internet Banking,0
TXN000293,CUS00025,2024-03-17,17:57:39,Purchase,17320.19,THB,Education,Coursera,Current,PTN001,Reversed,426083.7,Internet Banking,0
TXN000294,CUS00022,2024-05-22,01:32:14,Bill Payment,37583.93,THB,Food & Beverage,Oishi,Credit,CMI001,Completed,230088.2,POS,0
TXN000295,CUS00021,2024-03-01,15:47:41,Purchase,4446.59,THB,Education,Coursera,Credit,HYI001,Completed,279008.37,Mobile Banking,0
TXN000296,CUS00041,2024-06-04,16:35:13,Top-up,39599.58,THB,Food & Beverage,Oishi,Fixed Deposit,KKN001,Completed,408477.75,Branch,0
TXN000297,CUS00031,2024-12-02,11:45:28,Purchase,28029.53,THB,Entertainment,SF Cinema,Current,BKK001,Pending,178214.35,ATM,0
TXN000298,CUS00003,2024-03-25,15:08:52,Top-up,26123.16,THB,Insurance,Bangkok Life,Savings,CNX001,Completed,94584.16,Branch,0
TXN000299,CUS00046,2024-06-22,03:48:26,Purchase,22879.45,THB,Healthcare,Paolo Hospital,Savings,NBI001,Reversed,329569.89,POS,0
TXN000300,CUS00048,2024-01-25,17:59:27,Refund,48194.55,THB,Fuel,Bangchak,Credit,PTN001,Completed,346217.04,Internet Banking,1
TXN000301,CUS00039,2024-06-13,16:56:24,Online Payment,5222.52,THB,Fuel,Bangchak,Current,CNX001,Failed,481833.18,ATM,0
TXN000302,CUS00039,2024-12-24,23:32:19,Refund,40249.6,THB,Education,ABAC,Fixed Deposit,PTN001,Completed,101243.65,POS,1
TXN000303,CUS00009,2024-12-29,20:11:32,Bill Payment,34346.23,THB,Travel,Grab Thailand,Savings,KKN001,Reversed,291820.33,Branch,0
TXN000304,CUS00001,2024-09-24,03:01:24,Transfer,14332.1,THB,Insurance,AIA Thailand,Savings,CMI001,Completed,375342.32,Internet Banking,0
TXN000305,CUS00004,2024-12-19,09:13:48,Bill Payment,34185.35,THB,Travel,Thai Airways,Fixed Deposit,NBI001,Completed,308438.31,POS,0
TXN000306,CUS00016,2024-09-18,22:18:44,Top-up,37133.52,THB,Healthcare,Bangkok Hospital,Credit,HYI001,Failed,478394.28,ATM,0
TXN000307,CUS00013,2024-11-13,14:53:14,Top-up,2737.42,THB,Insurance,Krungthai-AXA,Current,CMI001,Completed,224958.65,Mobile Banking,0
TXN000308,CUS00003,2024-08-07,08:35:16,Transfer,48125.64,THB,Fuel,Shell Thailand,Fixed Deposit,BKK001,Pending,233699.34,Internet Banking,0
TXN000309,CUS00004,2024-11-16,19:53:42,ATM Withdrawal,7727.48,THB,Retail,HomePro,Fixed Deposit,BKK002,Pending,263172.14,Internet Banking,0
TXN000310,CUS00027,2024-10-05,17:25:05,ATM Withdrawal,3455.41,THB,Insurance,Muang Thai Life,Current,KKN001,Pending,181038.11,Internet Banking,0
TXN000311,CUS00049,2024-11-28,00:07:42,ATM Withdrawal,26548.42,THB,E-commerce,Kaidee,Current,SKT001,Completed,479489.51,ATM,0
TXN000312,CUS00035,2024-05-24,00:58:33,Refund,45800.82,THB,Utilities,True Move H,Credit,NBI001,Completed,148920.55,Internet Banking,0
TXN000313,CUS00011,2024-10-02,17:00:40,Purchase,25719.04,THB,Entertainment,Major Cineplex,Current,HYI001,Completed,103584.2,Branch,0
TXN000314,CUS00030,2024-06-18,01:05:04,Purchase,37357.2,THB,Food & Beverage,Starbucks TH,Fixed Deposit,PTN001,Completed,287906.18,Internet Banking,0
TXN000315,CUS00026,2024-08-09,10:01:24,Top-up,20411.26,THB,Travel,Thai Airways,Savings,SKT001,Completed,378224.34,POS,0
TXN000316,CUS00033,2024-02-24,09:50:43,ATM Withdrawal,35059.06,THB,Retail,IKEA Thailand,Savings,CNX001,Reversed,191325.37,Mobile Banking,0
TXN000317,CUS00048,2024-07-19,17:18:40,Transfer,7858.36,THB,Education,NSTDA,Fixed Deposit,BKK001,Completed,62494.34,Mobile Banking,0
TXN000318,CUS00006,2024-06-05,06:47:47,Top-up,29852.91,THB,E-commerce,JD Central,Current,HYI001,Completed,81316.22,Internet Banking,0
TXN000319,CUS00012,2024-12-09,18:54:03,Refund,41745.68,THB,E-commerce,Pantip Market,Credit,PTN001,Completed,146035.68,Mobile Banking,1
TXN000320,CUS00032,2024-06-18,11:08:42,Top-up,4955.21,THB,Travel,AirAsia TH,Savings,CNX001,Completed,450159.18,ATM,0
TXN000321,CUS00020,2024-12-21,18:09:36,Bill Payment,22559.77,THB,Education,NSTDA,Fixed Deposit,HYI001,Completed,3411.11,Internet Banking,0
TXN000322,CUS00018,2024-07-03,04:43:46,ATM Withdrawal,35624.35,THB,Healthcare,Pahon Polpayat Hospital,Credit,NBI001,Pending,387608.71,Branch,0
TXN000323,CUS00006,2024-05-23,04:57:34,Transfer,5486.19,THB,Insurance,Krungthai-AXA,Savings,BKK002,Completed,424944.05,Mobile Banking,0
TXN000324,CUS00014,2024-01-19,17:16:34,Bill Payment,28966.09,THB,E-commerce,Kaidee,Current,KKN001,Failed,112430.02,POS,0
TXN000325,CUS00006,2024-07-22,11:32:00,Top-up,6737.37,THB,Travel,AirAsia TH,Current,PTN001,Completed,223664.0,Internet Banking,0
TXN000326,CUS00048,2024-09-04,11:02:14,Refund,47438.16,THB,E-commerce,Kaidee,Current,BKK002,Completed,185348.16,Mobile Banking,0
TXN000327,CUS00025,2024-08-28,14:56:02,Purchase,25918.37,THB,Healthcare,Samitivej,Savings,PTN001,Completed,417601.26,ATM,0
TXN000328,CUS00042,2024-07-12,11:37:41,Refund,27240.29,THB,E-commerce,Lazada TH,Fixed Deposit,HYI001,Completed,258669.52,ATM,0
TXN000329,CUS00039,2024-01-04,16:56:08,Online Payment,24368.74,THB,Entertainment,Major Cineplex,Current,BKK002,Completed,106547.03,Internet Banking,0
TXN000330,CUS00008,2024-12-04,07:26:51,ATM Withdrawal,18143.04,THB,Fuel,PTT Station,Credit,NBI001,Reversed,106141.27,Internet Banking,0
TXN000331,CUS00037,2024-10-30,05:08:40,Bill Payment,1171.18,THB,Utilities,PEA Thailand,Current,BKK001,Completed,129871.56,Internet Banking,0
TXN000332,CUS00002,2024-12-04,09:05:13,Online Payment,47914.0,THB,Insurance,TISCO Insurance,Credit,NBI001,Completed,110462.54,Branch,0
TXN000333,CUS00050,2024-04-03,19:42:32,ATM Withdrawal,7178.47,THB,E-commerce,Shopee TH,Fixed Deposit,NBI001,Completed,115677.08,Branch,0
TXN000334,CUS00033,2024-12-16,13:52:09,Bill Payment,5473.08,THB,Fuel,PTT Station,Current,NBI001,Completed,438998.57,POS,0
TXN000335,CUS00043,2024-03-07,19:34:52,Purchase,37631.54,THB,Insurance,Bangkok Life,Credit,KKN001,Completed,349123.76,Branch,0
TXN000336,CUS00023,2024-10-28,23:58:48,Refund,46924.16,THB,Healthcare,Paolo Hospital,Savings,HYI001,Completed,128004.5,Internet Banking,0
TXN000337,CUS00027,2024-05-11,06:00:45,Top-up,14199.17,THB,Food & Beverage,McDonald's TH,Savings,PTN001,Completed,188139.91,Internet Banking,0
TXN000338,CUS00028,2024-11-29,18:16:16,Refund,20471.81,THB,Entertainment,Netflix TH,Credit,SKT001,Pending,306328.46,Branch,0
TXN000339,CUS00031,2024-04-01,11:35:35,Online Payment,20690.75,THB,Healthcare,Samitivej,Fixed Deposit,SKT001,Pending,387323.05,Branch,0
TXN000340,CUS00029,2024-12-24,05:06:13,Bill Payment,42757.2,THB,Fuel,Esso Thailand,Fixed Deposit,PTN001,Completed,81208.27,Mobile Banking,0
TXN000341,CUS00006,2024-02-02,08:14:23,Purchase,41171.61,THB,Food & Beverage,KFC Thailand,Savings,HYI001,Failed,307368.83,POS,0
TXN000342,CUS00050,2024-03-30,20:31:28,Purchase,35594.71,THB,Travel,AirAsia TH,Fixed Deposit,CMI001,Completed,392195.76,POS,0
TXN000343,CUS00044,2024-01-19,11:15:41,Purchase,34937.56,THB,Insurance,Muang Thai Life,Savings,CNX001,Failed,177210.7,Branch,0
TXN000344,CUS00048,2024-12-26,02:58:05,Bill Payment,29324.7,THB,Utilities,True Move H,Fixed Deposit,KKN001,Completed,113921.46,Internet Banking,0
TXN000345,CUS00027,2024-09-16,03:35:04,Bill Payment,46489.21,THB,Education,NSTDA,Fixed Deposit,BKK002,Completed,438180.41,POS,0
TXN000346,CUS00037,2024-09-04,07:48:21,Refund,34724.88,THB,Travel,Bolt Thailand,Credit,SKT001,Completed,241503.11,ATM,0
TXN000347,CUS00015,2024-12-12,22:14:51,ATM Withdrawal,19164.53,THB,Food & Beverage,Oishi,Fixed Deposit,PTN001,Completed,350708.46,ATM,0
TXN000348,CUS00048,2024-06-24,02:35:59,Transfer,14400.11,THB,Healthcare,Pahon Polpayat Hospital,Fixed Deposit,KKN001,Completed,447263.81,ATM,0
TXN000349,CUS00032,2024-04-12,07:47:15,Refund,47358.55,THB,Fuel,Caltex TH,Current,CMI001,Completed,417635.3,POS,0
TXN000350,CUS00006,2024-12-12,21:31:39,Purchase,7841.98,THB,Entertainment,Netflix TH,Savings,NBI001,Pending,310713.07,Branch,0
